problem_id,nudge_type,payoff,decision_cost,weight_dev,max_payoff
8596940978391489120,extreme,198.0,1.0,18.0,198.0
8596940978391489120,greedy,198.0,1.0,18.0,198.0
8596940978391489120,none,137.0,2.0,16.0,149.0
8596940978391489120,random,145.0,7.0,16.0,149.0
8596940978391489120,extreme,137.0,3.0,16.0,149.0
8596940978391489120,greedy,149.0,4.0,16.0,149.0
8596940978391489120,none,162.0,15.0,18.0,162.0
8596940978391489120,random,162.0,15.0,18.0,162.0
8596940978391489120,extreme,162.0,13.0,18.0,162.0
8596940978391489120,greedy,162.0,15.0,18.0,162.0
8596940978391489120,none,139.0,19.0,16.0,149.0
8596940978391489120,random,139.0,17.0,16.0,149.0
8596940978391489120,extreme,137.0,15.0,16.0,149.0
8596940978391489120,greedy,139.0,19.0,16.0,149.0
8596940978391489120,none,155.0,1.0,8.0,155.0
8596940978391489120,random,155.0,1.0,8.0,155.0
8596940978391489120,extreme,155.0,2.0,8.0,155.0
8596940978391489120,greedy,155.0,1.0,8.0,155.0
8596940978391489120,none,175.0,1.0,16.0,175.0
8596940978391489120,random,175.0,2.0,16.0,175.0
8596940978391489120,extreme,175.0,1.0,16.0,175.0
8596940978391489120,greedy,175.0,1.0,16.0,175.0
8596940978391489120,none,154.0,14.0,18.0,161.0
8596940978391489120,random,154.0,13.0,18.0,161.0
8596940978391489120,extreme,154.0,17.0,18.0,161.0
8596940978391489120,greedy,161.0,14.0,18.0,161.0
8596940978391489120,none,160.0,13.0,14.0,166.0
8596940978391489120,random,166.0,3.0,14.0,166.0
8596940978391489120,extreme,160.0,13.0,14.0,166.0
8596940978391489120,greedy,160.0,9.0,14.0,166.0
8596940978391489120,none,151.0,13.0,10.0,164.0
8596940978391489120,random,157.0,10.0,10.0,164.0
8596940978391489120,extreme,151.0,13.0,10.0,164.0
8596940978391489120,greedy,151.0,9.0,10.0,164.0
3178623977039620633,none,188.0,5.0,16.0,188.0
3178623977039620633,random,188.0,5.0,16.0,188.0
3178623977039620633,extreme,170.0,2.0,16.0,188.0
3178623977039620633,greedy,188.0,2.0,16.0,188.0
