type,is_practice,original_item_cost,highlight_cost,click_values,payoff_matrix,original_cost_matrix,final_cost_matrix,weights,highlight_weight,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,is_control,highlight_index,selected_option_highlight_value,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,nudge_highlighted_values_are_even,highlight_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight_check,highlight_num_reveals,participant_id,weights_sum
traffic-light-mouselab,True,3,1,"[5, 6, 7, 8, 9]","[[7, 7, 6, 8, 4], [6, 4, 6, 4, 6], [5, 0, 7, 9, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[16, 5, 9]",5,12,2,0,0.062,0.060333333333333336,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,13623,5,187,182,False,1,6,traffic-light-mouselab,5,227956,0.0-3.0-2.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,1,5,5,5,22,30
traffic-light-mouselab,False,3,1,[],"[[4, 5, 6, 3, 4], [7, 5, 3, 5, 4], [3, 3, 4, 5, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 8, 21]",21,22,3,0,0.041,0.041,0.0,[],0,5,3,1248,0,123,123,True,2,3,traffic-light-mouselab,7,238126,0.0-3.0-4.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,3,0,0,21,0,22,30
traffic-light-mouselab,False,3,1,[],"[[10, 4, 9, 4, 5], [6, 5, 7, 4, 1], [5, 5, 5, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[4, 12, 14]",14,12,4,1,0.049,0.049,0.0,[],0,5,3,2670,0,146,146,False,2,5,traffic-light-mouselab,8,243503,0.0-3.0-5.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,5,0,0,14,0,22,30
traffic-light-mouselab,False,3,1,[],"[[6, 4, 5, 6, 7], [7, 3, 1, 5, 8], [8, 6, 5, 4, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 5, 9]",16,12,5,0,0.068,0.068,0.0,[],0,5,3,4665,0,203,203,False,0,6,traffic-light-mouselab,9,250178,0.0-3.0-6.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,0,0,16,0,22,30
traffic-light-mouselab,False,3,1,[],"[[8, 4, 3, 6, 6], [4, 2, 5, 6, 3], [6, 1, 7, 6, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[24, 1, 5]",24,28,6,0,0.075,0.075,0.0,[],0,5,3,1399,0,226,226,False,0,8,traffic-light-mouselab,10,253945,0.0-3.0-7.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,8,1,0,24,0,22,30
traffic-light-mouselab,False,3,1,[],"[[4, 4, 5, 3, 5], [1, 6, 5, 6, 5], [8, 7, 4, 6, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[20, 1, 9]",20,20,7,4,0.053,0.053,0.0,[],0,5,3,3835,0,159,159,False,0,5,traffic-light-mouselab,11,259207,0.0-3.0-8.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,5,1,0,20,0,22,30
traffic-light-mouselab,False,3,1,[],"[[3, 6, 3, 5, 3], [7, 2, 6, 6, 5], [5, 7, 9, 6, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[11, 9, 10]",10,2,8,3,0.056,0.056,0.0,[],0,5,3,2444,0,169,169,False,2,6,traffic-light-mouselab,12,263423,0.0-3.0-9.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,0,0,10,0,22,30
traffic-light-mouselab,False,3,1,[],"[[3, 1, 6, 4, 8], [3, 7, 3, 6, 5], [4, 8, 8, 8, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[8, 13, 9]",13,6,9,1,0.057,0.057,0.0,[],0,5,3,4878,0,171,171,True,1,7,traffic-light-mouselab,13,272109,0.0-3.0-10.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,7,1,0,13,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 7, 4, 4, 4], [3, 6, 5, 4, 5], [7, 4, 5, 0, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 3, 12]",15,14,10,2,0.045,0.045,0.0,[],0,5,3,3039,0,135,135,True,0,4,traffic-light-mouselab,14,277341,0.0-3.0-11.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,4,0,0,15,0,22,30
traffic-light-mouselab,False,3,1,[],"[[3, 1, 4, 6, 5], [6, 6, 6, 4, 7], [8, 5, 6, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[4, 20, 6]",6,20,11,1,0.051,0.051,0.0,[],0,5,3,2123,0,154,154,False,2,5,traffic-light-mouselab,15,280613,0.0-3.0-12.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,5,0,0,6,0,22,30
traffic-light-mouselab,False,3,1,[],"[[6, 3, 6, 3, 6], [7, 5, 4, 3, 6], [4, 2, 5, 4, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[12, 11, 7]",12,6,12,0,0.059,0.059,0.0,[],0,5,3,1465,0,177,177,False,0,6,traffic-light-mouselab,16,284563,0.0-3.0-13.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,1,0,12,0,22,30
traffic-light-mouselab,False,3,1,[],"[[3, 4, 9, 5, 5], [3, 6, 6, 5, 7], [5, 8, 7, 3, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 5, 7]",18,16,13,0,0.035,0.035,0.0,[],0,5,3,1551,0,104,104,False,0,3,traffic-light-mouselab,17,287727,0.0-3.0-14.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,3,0,0,18,0,22,30
traffic-light-mouselab,False,3,1,[],"[[6, 6, 4, 4, 3], [4, 6, 6, 5, 5], [7, 6, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[7, 1, 22]",22,24,14,2,0.048,0.048,0.0,[],0,5,3,1151,0,144,144,False,2,5,traffic-light-mouselab,18,289948,0.0-3.0-15.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,5,0,0,22,0,22,30
traffic-light-mouselab,False,3,1,[],"[[7, 5, 4, 9, 7], [3, 6, 5, 0, 6], [4, 4, 3, 3, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[28, 1, 1]",28,36,15,1,0.05,0.05,0.0,[],0,5,3,818,0,150,150,False,0,5,traffic-light-mouselab,19,292161,0.0-3.0-16.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,5,0,0,28,0,22,30
traffic-light-mouselab,False,3,1,[],"[[4, 4, 6, 5, 6], [8, 3, 4, 5, 5], [5, 3, 6, 2, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[12, 11, 7]",11,6,16,0,0.057,0.057,0.0,[],0,5,3,891,0,171,171,True,1,8,traffic-light-mouselab,20,294409,0.0-3.0-17.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,8,1,0,11,0,22,30
traffic-light-mouselab,False,3,1,[],"[[7, 5, 5, 6, 4], [0, 10, 5, 3, 7], [8, 7, 5, 5, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[9, 17, 4]",17,14,17,0,0.032,0.032,0.0,[],0,5,3,1565,0,95,95,True,1,0,traffic-light-mouselab,21,297522,0.0-3.0-18.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,0,0,0,17,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 6, 3, 6, 3], [2, 3, 4, 6, 7], [5, 9, 10, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[4, 25, 1]",25,30,18,3,0.059,0.059,0.0,[],0,5,3,1351,0,177,177,True,1,6,traffic-light-mouselab,22,300318,0.0-3.0-19.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,0,0,25,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 4, 4, 2, 6], [4, 6, 6, 6, 2], [4, 4, 2, 6, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 23, 5]",23,26,19,4,0.029,0.029,0.0,[],0,5,3,1067,0,88,88,True,1,2,traffic-light-mouselab,23,302436,0.0-3.0-20.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,2,0,0,23,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 6, 6, 7, 4], [4, 6, 3, 3, 5], [4, 3, 2, 6, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 19, 1]",19,18,20,2,0.04,0.04,0.0,[],0,5,3,2021,0,119,119,True,1,3,traffic-light-mouselab,24,305478,0.0-3.0-21.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,3,0,0,19,0,22,30
traffic-light-mouselab,False,3,1,[],"[[6, 5, 4, 3, 5], [7, 4, 5, 3, 4], [7, 2, 3, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 26, 3]",1,32,21,0,0.07,0.07,0.0,[],0,5,3,1208,0,209,209,True,0,6,traffic-light-mouselab,25,308623,0.0-3.0-22.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,1,0,1,0,22,30
traffic-light-mouselab,False,3,1,[],"[[6, 4, 4, 8, 4], [9, 7, 6, 4, 8], [2, 4, 6, 6, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 2, 27]",27,34,22,1,0.042,0.042,0.0,[],0,5,3,1592,0,126,126,True,2,4,traffic-light-mouselab,26,311474,0.0-3.0-23.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,4,0,0,27,0,22,30
traffic-light-mouselab,False,3,1,[],"[[7, 4, 5, 6, 5], [6, 4, 4, 4, 5], [8, 3, 3, 3, 2]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 17, 11]",2,16,23,3,0.038,0.038,0.0,[],0,5,3,1927,0,113,113,False,0,6,traffic-light-mouselab,27,314630,0.0-3.0-24.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,0,0,2,0,22,30
traffic-light-mouselab,False,3,1,[],"[[8, 4, 3, 10, 3], [5, 2, 6, 6, 6], [5, 8, 8, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 23, 2]",5,26,24,0,0.055,0.055,0.0,[],0,5,3,962,0,165,165,True,0,8,traffic-light-mouselab,28,316898,0.0-3.0-25.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,8,0,0,5,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 4, 5, 6, 6], [5, 5, 3, 2, 7], [7, 4, 7, 9, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[7, 17, 6]",7,14,25,3,0.043,0.043,0.0,[],0,5,3,1330,0,130,130,True,0,6,traffic-light-mouselab,29,319487,0.0-3.0-26.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,1,0,7,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 4, 6, 6, 6], [2, 4, 6, 3, 5], [5, 5, 4, 5, 2]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[19, 8, 3]",8,18,26,0,0.042,0.042,0.0,[],0,5,3,1989,0,126,126,False,1,2,traffic-light-mouselab,30,322467,0.0-3.0-27.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,2,0,0,8,0,22,30
traffic-light-mouselab,False,3,1,[],"[[8, 2, 4, 3, 4], [6, 10, 5, 5, 5], [4, 3, 7, 7, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 2, 26]",26,32,27,1,0.034,0.034,0.0,[],0,5,3,1581,0,102,102,False,2,3,traffic-light-mouselab,31,325428,0.0-3.0-28.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,3,0,0,26,0,22,30
traffic-light-mouselab,False,3,1,[],"[[6, 6, 5, 6, 4], [5, 3, 5, 3, 4], [6, 4, 6, 5, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 6, 9]",9,10,28,2,0.053,0.053,0.0,[],0,5,3,1901,0,159,159,True,2,6,traffic-light-mouselab,32,328230,0.0-3.0-29.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,0,0,9,0,22,30
traffic-light-mouselab,False,3,1,[],"[[7, 3, 6, 5, 7], [6, 2, 5, 6, 6], [9, 6, 6, 8, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[3, 16, 11]",3,14,29,3,0.066,0.066,0.0,[],0,5,3,1005,0,199,199,True,0,5,traffic-light-mouselab,33,331162,0.0-3.0-30.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,5,0,0,3,0,22,30
traffic-light-mouselab,False,3,1,[],"[[5, 6, 7, 6, 6], [3, 3, 7, 5, 6], [3, 1, 6, 6, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[21, 4, 5]",4,22,30,4,0.062,0.062,0.0,[],0,5,3,1064,0,185,185,False,1,6,traffic-light-mouselab,34,333608,0.0-3.0-31.0,5f1c1f4e65d0e601321720fd,60ca52d74ed66c9bb11e25ac,60e614321b6d44b0f47b9093,True,6,0,0,4,0,22,30
traffic-light-mouselab,True,3,1,"[2, 2, 2, 0, 0, 0, 14, 14, 14, 11, 11, 11, 3, 3, 3, 1, 1, 1, 5, 5, 5, 8, 8, 8]","[[5, 8, 3, 6, 9], [3, 4, 4, 5, 4], [9, 7, 5, 6, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 3], [0, 3, 3, 0, 3], [3, 0, 3, 3, 0]]","[18, 1, 11]",18,18,1,1,0.075,0.067,0.008,"[2, 0, 14, 11, 3, 1, 5, 8]",8,5,3,86025,24,225,201,True,0,8,traffic-light-mouselab,4,249808,0.0-3.0-1.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,8,0,12,18,4,23,30
traffic-light-mouselab,True,3,1,"[5, 9, 7]","[[9, 3, 8, 4, 3], [6, 6, 3, 2, 5], [7, 8, 3, 8, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 1, 0, 1, 0], [3, 3, 3, 3, 3]]","[9, 19, 2]",19,18,2,0,0.07,0.069,0.001,"[5, 9, 7]",3,5,3,11402,3,209,206,False,1,6,traffic-light-mouselab,5,265950,0.0-3.0-2.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,6,1,3,19,3,23,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 11, 11, 11, 2, 2, 2]","[[4, 4, 4, 4, 8], [8, 5, 4, 1, 8], [5, 8, 5, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 0, 3, 3], [3, 3, 3, 3, 3], [3, 0, 3, 3, 3]]","[11, 8, 11]",11,4,3,1,0.057,0.054,0.003,"[0, 11, 2]",3,5,3,8567,9,172,163,True,2,8,traffic-light-mouselab,7,279168,0.0-3.0-4.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,8,1,3,11,1,23,30
traffic-light-mouselab,False,3,1,"[5, 7, 9, 6, 8]","[[5, 6, 5, 3, 8], [6, 3, 6, 6, 3], [9, 2, 4, 4, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 24, 2]",24,28,4,2,0.057,0.05533333333333334,0.0016666666666666668,"[5, 7, 9, 6, 8]",5,5,3,11112,5,172,167,False,1,6,traffic-light-mouselab,8,292736,0.0-3.0-5.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,6,1,5,24,5,23,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7]","[[4, 4, 6, 8, 6], [5, 8, 7, 7, 6], [3, 4, 4, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 3, 0, 3, 3], [3, 3, 3, 3, 3]]","[9, 18, 3]",3,16,5,2,0.064,0.062,0.002,"[5, 7]",2,5,3,5081,6,192,186,True,2,4,traffic-light-mouselab,9,299238,0.0-3.0-6.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,4,0,0,3,0,23,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 8, 8, 8, 7, 7, 7]","[[7, 8, 3, 4, 5], [6, 2, 7, 4, 7], [6, 5, 6, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 3, 0, 0, 3], [3, 3, 3, 3, 3]]","[1, 15, 14]",15,18,6,2,0.064,0.061,0.003,"[5, 8, 7]",3,5,3,6139,9,192,183,True,1,7,traffic-light-mouselab,10,306899,0.0-3.0-7.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,7,1,9,15,3,23,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 3, 3, 3, 2, 2, 2]","[[5, 9, 4, 4, 4], [4, 4, 5, 3, 6], [7, 8, 4, 6, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 0, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[14, 13, 3]",13,14,7,0,0.048,0.045,0.003,"[0, 3, 2]",3,5,3,7017,9,143,134,True,1,4,traffic-light-mouselab,11,315428,0.0-3.0-8.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,4,0,0,13,0,23,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 3, 3, 3, 2, 2, 2]","[[5, 3, 7, 5, 4], [4, 5, 1, 2, 3], [4, 4, 8, 6, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 3, 0, 0, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[21, 4, 5]",4,22,8,2,0.064,0.061,0.003,"[0, 3, 2]",3,5,3,5598,9,191,182,False,1,1,traffic-light-mouselab,12,322323,0.0-3.0-9.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,1,0,0,4,0,23,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 3, 3, 3, 2, 2, 2, 4, 4, 4]","[[6, 2, 6, 2, 7], [4, 6, 6, 3, 5], [8, 4, 8, 6, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 3, 0, 0, 0], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[22, 2, 6]",2,24,9,4,0.065,0.061,0.004,"[0, 3, 2, 4]",4,5,3,7920,12,194,182,False,1,5,traffic-light-mouselab,13,332031,0.0-3.0-10.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,5,0,0,2,0,23,30
traffic-light-mouselab,False,3,1,"[5, 7, 9]","[[4, 5, 8, 2, 7], [7, 5, 2, 4, 5], [8, 7, 6, 7, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 1, 0, 1, 0], [3, 3, 3, 3, 3]]","[9, 20, 1]",20,20,10,0,0.061,0.06,0.001,"[5, 7, 9]",3,5,3,4295,3,184,181,False,1,7,traffic-light-mouselab,14,338275,0.0-3.0-11.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,7,1,3,20,3,23,30
traffic-light-mouselab,False,3,1,"[5, 7, 9, 6]","[[6, 7, 3, 4, 9], [5, 3, 4, 6, 5], [6, 5, 8, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 1, 0], [3, 3, 3, 3, 3]]","[6, 16, 8]",16,12,11,0,0.055,0.05366666666666667,0.0013333333333333333,"[5, 7, 9, 6]",4,5,3,7332,4,164,160,False,1,5,traffic-light-mouselab,15,346848,0.0-3.0-12.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,5,0,4,16,4,23,30
traffic-light-mouselab,False,3,1,"[0, 2, 4, 1]","[[6, 6, 5, 3, 3], [5, 3, 5, 5, 6], [6, 2, 4, 6, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 1, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[26, 3, 1]",26,32,12,0,0.059,0.057666666666666665,0.0013333333333333333,"[0, 2, 4, 1]",4,5,3,5083,4,177,173,False,0,6,traffic-light-mouselab,16,353542,0.0-3.0-13.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,6,1,4,26,4,23,30
traffic-light-mouselab,False,3,1,"[0, 0, 0]","[[8, 2, 6, 7, 3], [7, 6, 6, 5, 8], [4, 5, 6, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 1, 10]",1,18,13,0,0.066,0.065,0.001,[0],1,5,3,3496,3,199,196,True,1,7,traffic-light-mouselab,17,358503,0.0-3.0-14.0,60ce19e4ca51805a4f000afd,60ca52d74ed66c9bb11e25ac,60e614160fe0a4d8a4df2b09,True,7,0,0,1,0,23,30
