"","type","is_practice","click_values","payoff_matrix","cost_matrix","weights","weights_deviation","trial_num","selected_option","gross_earnings","net_earnings","click_cost","uncovered_values","num_values_revealed","nudge_type","num_baskets","num_features","reaction_time","points_click_cost","points_action_utility","points_metalevel_reward","problem_id","trial_type","trial_index","time_elapsed","participant_id"
"11","mouselab","False","[15, 10, 5, 5, 5, 0, 20]","[[5, 5, 5, 2, 5], [7, 2, 7, 5, 4], [5, 6, 5, 7, 5], [5, 5, 5, 4, 5], [3, 7, 5, 4, 4]]","[[1, 1, 1, 1, 1], [3, 1, 1, 1, 3], [1, 3, 1, 3, 1], [1, 1, 1, 3, 1], [1, 1, 3, 1, 1]]","[4, 12, 1, 12, 1]",24,11,0,0.057,0.0546666666666667,0.00233333333333333,"[15, 10, 5, 0, 20]",5,"greedy",5,5,11152,7,172,165,10267111802407151616,"attentional-mouselab",15,337594,0
"12","mouselab","False","[20, 21, 22, 23, 24, 0, 6, 2, 3, 4]","[[9, 4, 6, 8, 5], [6, 6, 6, 5, 5], [5, 6, 7, 6, 3], [3, 4, 3, 4, 5], [5, 5, 6, 5, 5]]","[[1, 3, 1, 1, 1], [1, 1, 1, 1, 1], [1, 3, 1, 1, 3], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[3, 2, 6, 2, 17]",22,12,0,0.053,0.0496666666666667,0.00333333333333333,"[20, 21, 22, 23, 24, 0, 6, 2, 3, 4]",10,"none",5,5,9484,10,160,150,16613703591520948224,"attentional-mouselab",16,348959,0
"13","mouselab","False","[10, 5, 20, 0]","[[4, 7, 6, 4, 7], [3, 7, 3, 6, 3], [7, 6, 6, 7, 5], [5, 3, 3, 4, 7], [6, 6, 4, 5, 5]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 3], [1, 3, 1, 1, 3], [1, 1, 1, 1, 1]]","[2, 10, 12, 1, 5]",20,13,0,0.052,0.0506666666666667,0.00133333333333333,"[10, 5, 20, 0]",4,"none",5,5,6519,4,157,153,13092019484476329984,"attentional-mouselab",17,357104,0
"14","mouselab","False","[20, 10, 5, 0]","[[3, 8, 6, 7, 6], [5, 3, 3, 4, 4], [4, 3, 6, 6, 6], [4, 6, 6, 4, 5], [4, 5, 5, 5, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [3, 1, 1, 3, 3], [1, 1, 1, 1, 1]]","[3, 9, 7, 1, 10]",16,14,0,0.042,0.0406666666666667,0.00133333333333333,"[20, 10, 5, 0]",4,"none",5,5,4567,4,126,122,15249651444658200576,"attentional-mouselab",18,362937,0
"15","mouselab","False","[16, 11, 6, 1, 21, 1]","[[5, 7, 8, 5, 1], [4, 4, 4, 5, 4], [4, 7, 3, 5, 3], [5, 6, 4, 4, 7], [5, 5, 1, 8, 6]]","[[1, 3, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 1, 1, 1], [1, 1, 3, 1, 1], [1, 1, 1, 1, 1]]","[5, 7, 3, 9, 6]",8,15,1,0.056,0.054,0.002,"[16, 11, 6, 21]",4,"none",5,5,7672,6,168,162,14783311124635496448,"attentional-mouselab",19,373418,0
"16","mouselab","False","[15, 16, 17, 18, 19]","[[2, 6, 6, 4, 3], [5, 4, 6, 5, 4], [4, 4, 6, 5, 5], [6, 3, 1, 7, 2], [5, 4, 3, 3, 8]]","[[3, 3, 1, 1, 1], [3, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[4, 5, 8, 12, 1]",16,16,3,0.056,0.0543333333333333,0.00166666666666667,"[15, 16, 17, 18, 19]",5,"none",5,5,4915,5,168,163,13447729364316348416,"attentional-mouselab",20,379887,0
"17","mouselab","False","[0, 0, 0, 10, 20, 1, 3, 13, 11, 16]","[[8, 5, 5, 3, 6], [3, 7, 4, 6, 7], [5, 7, 5, 5, 5], [5, 4, 4, 5, 9], [4, 7, 5, 4, 4]]","[[3, 1, 3, 1, 3], [1, 1, 1, 1, 1], [1, 1, 1, 1, 3], [1, 1, 3, 1, 1], [1, 3, 1, 1, 1]]","[10, 3, 3, 8, 6]",12,17,0,0.056,0.0526666666666667,0.00333333333333333,"[0, 10, 20, 1, 3, 13, 11, 16]",8,"greedy",5,5,15801,10,168,158,5384466900031566848,"attentional-mouselab",21,396721,0
"18","mouselab","False","[5, 0, 0, 0, 3, 13, 18, 8, 14, 9]","[[7, 6, 6, 7, 5], [3, 0, 3, 3, 2], [4, 6, 6, 4, 6], [5, 8, 4, 6, 5], [5, 4, 9, 5, 2]]","[[3, 3, 1, 1, 3], [1, 1, 3, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 3, 3]]","[5, 9, 5, 9, 2]",12,18,3,0.049,0.0456666666666667,0.00333333333333333,"[5, 0, 3, 13, 18, 8, 14, 9]",8,"greedy",5,5,13894,10,146,136,8598438109147260928,"attentional-mouselab",22,412169,0
"19","mouselab","False","[15, 16, 17, 18, 19, 3, 23, 11, 1, 21]","[[3, 4, 2, 4, 6], [9, 2, 6, 10, 5], [2, 3, 6, 4, 9], [2, 5, 3, 6, 2], [5, 5, 3, 4, 4]]","[[3, 1, 1, 1, 3], [1, 1, 1, 3, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[3, 7, 4, 13, 3]",16,19,0,0.04,0.0366666666666667,0.00333333333333333,"[15, 16, 17, 18, 19, 3, 23, 11, 1, 21]",10,"none",5,5,12689,10,121,111,3719596404275355136,"attentional-mouselab",23,426547,0
"20","mouselab","False","[0]","[[3, 2, 5, 6, 3], [8, 4, 3, 5, 3], [2, 4, 6, 7, 6], [3, 4, 4, 9, 6], [4, 2, 6, 8, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 1, 1, 1], [3, 1, 1, 1, 3]]","[15, 4, 5, 2, 4]",18,20,0,0.036,0.0356666666666667,0.000333333333333333,"[0]",1,"none",5,5,4079,1,109,108,1200433380400081920,"attentional-mouselab",24,432580,0
"21","mouselab","False","[0, 20]","[[9, 3, 3, 2, 5], [0, 6, 3, 3, 5], [6, 7, 5, 3, 3], [4, 4, 4, 5, 3], [6, 3, 5, 4, 5]]","[[1, 1, 1, 1, 1], [1, 3, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 3, 1, 1], [1, 1, 1, 3, 1]]","[10, 3, 3, 5, 9]",14,21,0,0.061,0.0603333333333333,0.000666666666666667,"[0, 20]",2,"none",5,5,4039,2,182,180,1277610343591355392,"attentional-mouselab",25,438668,0
"22","mouselab","False","[21, 23, 8, 3]","[[5, 5, 8, 4, 5], [9, 5, 4, 5, 3], [8, 4, 6, 7, 6], [3, 7, 3, 10, 3], [4, 5, 4, 7, 7]]","[[1, 1, 1, 1, 3], [1, 1, 1, 1, 3], [1, 1, 3, 1, 1], [1, 3, 1, 1, 1], [1, 1, 3, 1, 3]]","[6, 7, 2, 3, 12]",14,22,3,0.062,0.0606666666666667,0.00133333333333333,"[21, 23, 8, 3]",4,"greedy",5,5,8106,4,187,183,3074870002434468864,"attentional-mouselab",26,448183,0
"23","mouselab","False","[18, 15, 16, 19, 21, 0, 10, 3, 4]","[[4, 4, 2, 5, 6], [5, 3, 7, 6, 5], [3, 4, 4, 7, 4], [5, 4, 5, 4, 3], [2, 4, 6, 5, 6]]","[[1, 1, 1, 1, 1], [3, 3, 1, 1, 1], [1, 3, 1, 1, 3], [1, 1, 3, 1, 1], [3, 1, 1, 1, 1]]","[1, 2, 2, 16, 9]",26,23,4,0.042,0.039,0.003,"[18, 15, 16, 19, 21, 0, 10, 3, 4]",9,"greedy",5,5,13000,9,126,117,8095349842333278208,"attentional-mouselab",27,462609,0
"24","mouselab","False","[18, 19, 16]","[[6, 4, 4, 1, 2], [7, 3, 4, 7, 6], [5, 3, 4, 3, 1], [5, 6, 4, 7, 5], [3, 5, 7, 3, 1]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 3], [3, 1, 3, 1, 1], [1, 1, 1, 1, 1]]","[5, 2, 6, 9, 8]",10,24,3,0.041,0.04,0.001,"[18, 19, 16]",3,"none",5,5,4367,3,124,121,13937648697184923648,"attentional-mouselab",28,468554,0
"25","mouselab","False","[11, 10, 13, 21, 1]","[[4, 7, 8, 4, 5], [8, 8, 6, 3, 2], [5, 6, 7, 1, 3], [3, 8, 3, 6, 6], [7, 3, 7, 8, 4]]","[[3, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 3], [1, 1, 1, 1, 1], [1, 1, 1, 3, 1]]","[1, 9, 11, 1, 8]",20,25,1,0.059,0.0573333333333333,0.00166666666666667,"[11, 10, 13, 21, 1]",5,"none",5,5,6683,5,177,172,11109873793114738688,"attentional-mouselab",29,477087,0
"26","mouselab","False","[21, 1]","[[8, 6, 1, 4, 5], [7, 3, 4, 6, 7], [7, 6, 7, 6, 5], [4, 6, 5, 8, 5], [5, 8, 6, 5, 2]]","[[1, 1, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 1, 1, 1], [3, 1, 1, 1, 1], [1, 1, 1, 3, 1]]","[1, 13, 4, 2, 10]",22,26,1,0.054,0.0533333333333333,0.000666666666666667,"[21, 1]",2,"none",5,5,4672,2,161,159,15708398506966882304,"attentional-mouselab",30,483271,0
"27","mouselab","False","[24, 4, 0, 10, 21]","[[3, 5, 5, 4, 5], [7, 0, 2, 6, 2], [4, 9, 8, 6, 7], [5, 4, 6, 5, 4], [4, 3, 6, 5, 4]]","[[1, 1, 3, 1, 1], [3, 1, 1, 1, 1], [1, 3, 1, 1, 3], [3, 1, 1, 1, 1], [1, 1, 3, 1, 1]]","[5, 4, 8, 4, 9]",10,27,4,0.047,0.0453333333333333,0.00166666666666667,"[24, 4, 0, 10, 21]",5,"greedy",5,5,9831,5,141,136,14903047551002691584,"attentional-mouselab",31,494320,0
"28","mouselab","False","[19, 16, 18, 6, 9, 5, 8, 7, 2, 1]","[[7, 6, 7, 4, 7], [3, 3, 5, 3, 6], [7, 5, 6, 7, 9], [5, 5, 4, 4, 3], [5, 6, 6, 7, 4]]","[[1, 1, 1, 1, 3], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [3, 1, 3, 1, 1], [1, 1, 1, 1, 1]]","[4, 10, 3, 12, 1]",20,28,2,0.05,0.0466666666666667,0.00333333333333333,"[19, 16, 18, 6, 9, 5, 8, 7, 2, 1]",10,"none",5,5,9462,10,150,140,10124570065356533760,"attentional-mouselab",32,505047,0
"29","mouselab","False","[17, 19, 16, 18, 15, 15, 15, 2, 1]","[[5, 8, 5, 7, 4], [6, 6, 5, 6, 8], [3, 4, 5, 4, 6], [4, 5, 4, 5, 5], [5, 4, 7, 2, 6]]","[[3, 1, 1, 3, 3], [1, 3, 1, 3, 1], [1, 1, 1, 1, 1], [3, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[10, 1, 4, 12, 3]",20,29,1,0.058,0.055,0.003,"[17, 19, 16, 18, 15, 2, 1]",7,"greedy",5,5,10579,9,174,165,1.0594741197793e+19,"attentional-mouselab",33,517012,0
"30","mouselab","False","[6, 8, 9, 20, 23, 24, 11, 0]","[[8, 4, 7, 4, 5], [2, 4, 7, 4, 4], [6, 6, 5, 4, 6], [10, 4, 5, 6, 6], [3, 5, 6, 4, 6]]","[[1, 3, 1, 1, 3], [3, 1, 3, 1, 1], [1, 1, 1, 1, 1], [1, 1, 3, 1, 3], [1, 1, 1, 1, 1]]","[6, 12, 2, 7, 3]",14,30,0,0.054,0.0513333333333333,0.00266666666666667,"[6, 8, 9, 20, 23, 24, 11, 0]",8,"greedy",5,5,8695,8,163,155,6720485020095242240,"attentional-mouselab",34,527461,0
"31","mouselab","False","[20, 24, 22, 21, 23, 5, 14, 17, 2]","[[4, 3, 7, 6, 6], [4, 4, 7, 1, 4], [4, 6, 4, 5, 3], [6, 5, 6, 6, 5], [2, 4, 4, 5, 6]]","[[3, 1, 1, 3, 3], [1, 1, 1, 1, 1], [1, 1, 3, 1, 1], [3, 3, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 3, 6, 7, 13]",16,31,2,0.049,0.046,0.003,"[20, 24, 22, 21, 23, 5, 14, 17, 2]",9,"greedy",5,5,12038,9,146,137,9962053402542690304,"attentional-mouselab",35,540888,0
"32","mouselab","False","[24, 6, 1, 21, 9, 12, 5, 7]","[[4, 5, 6, 8, 4], [5, 7, 5, 4, 2], [6, 7, 4, 5, 5], [6, 2, 7, 6, 6], [5, 2, 1, 2, 3]]","[[1, 1, 3, 1, 3], [1, 1, 1, 3, 1], [3, 3, 1, 1, 1], [1, 1, 1, 1, 1], [3, 1, 1, 1, 1]]","[6, 8, 3, 5, 8]",8,32,1,0.044,0.0413333333333333,0.00266666666666667,"[24, 6, 1, 21, 9, 12, 5, 7]",8,"greedy",5,5,19169,8,133,125,4874132369852542976,"attentional-mouselab",36,561474,0
"33","mouselab","True","[]","[[4, 4, 5, 7, 6], [2, 6, 5, 5, 1], [7, 6, 6, 5, 7], [6, 6, 5, 5, 6], [3, 3, 10, 7, 9]]","[[1, 1, 3, 1, 1], [1, 1, 3, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 1, 1, 1]]","[4, 7, 6, 10, 3]",10,1,3,0.055,0.055,0,"[]",0,"none",5,5,4669,0,164,164,769119839419655680,"attentional-mouselab",4,164475,1
"34","mouselab","True","[]","[[6, 3, 3, 7, 5], [5, 5, 2, 4, 2], [2, 4, 6, 8, 5], [6, 7, 6, 3, 6], [8, 5, 8, 7, 8]]","[[1, 1, 1, 1, 3], [1, 3, 1, 1, 1], [1, 3, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[2, 3, 11, 11, 3]",20,2,0,0.046,0.046,0,"[]",0,"none",5,5,4582,0,139,139,328815342963378624,"attentional-mouselab",5,182467,1
"35","mouselab","False","[]","[[5, 3, 8, 8, 6], [3, 5, 8, 6, 7], [4, 2, 4, 9, 5], [4, 6, 4, 4, 1], [6, 4, 7, 8, 3]]","[[1, 3, 3, 1, 1], [3, 1, 1, 1, 3], [1, 1, 1, 1, 1], [1, 1, 1, 3, 3], [1, 1, 1, 1, 1]]","[5, 3, 4, 16, 2]",20,3,2,0.053,0.053,0,"[]",0,"greedy",5,5,2574,0,158,158,9993877483205189632,"attentional-mouselab",7,193586,1
"36","mouselab","False","[]","[[4, 6, 4, 6, 4], [3, 4, 4, 3, 6], [3, 3, 7, 4, 5], [4, 6, 5, 6, 5], [5, 4, 6, 4, 3]]","[[1, 3, 3, 1, 1], [3, 1, 1, 1, 1], [3, 3, 1, 1, 3], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[3, 9, 2, 10, 6]",14,4,4,0.048,0.048,0,"[]",0,"greedy",5,5,2062,0,144,144,13816188507388532736,"attentional-mouselab",8,198490,1
"37","mouselab","False","[]","[[6, 6, 7, 5, 3], [1, 5, 5, 5, 5], [5, 8, 2, 6, 5], [9, 3, 4, 7, 5], [3, 4, 6, 5, 3]]","[[1, 1, 3, 1, 1], [1, 3, 1, 1, 1], [3, 1, 1, 1, 1], [3, 3, 1, 1, 3], [1, 1, 1, 1, 1]]","[5, 9, 1, 10, 5]",14,5,3,0.057,0.057,0,"[]",0,"greedy",5,5,5631,0,171,171,3.82383947858e+18,"attentional-mouselab",9,208778,1
"38","mouselab","False","[]","[[3, 5, 5, 4, 1], [5, 7, 5, 3, 6], [9, 3, 7, 7, 6], [3, 5, 3, 6, 5], [5, 5, 4, 4, 2]]","[[3, 1, 3, 1, 1], [3, 1, 1, 1, 1], [1, 1, 3, 3, 3], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 5, 11, 4, 9]",16,6,3,0.052,0.052,0,"[]",0,"greedy",5,5,2567,0,156,156,3623471918716358656,"attentional-mouselab",10,214530,1
"39","mouselab","False","[]","[[6, 4, 3, 4, 4], [4, 8, 4, 8, 5], [4, 6, 6, 5, 6], [6, 5, 6, 6, 5], [3, 7, 4, 5, 5]]","[[1, 3, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 3, 1, 1], [1, 1, 1, 1, 3], [1, 3, 1, 1, 3]]","[3, 7, 7, 8, 5]",8,7,0,0.046,0.046,0,"[]",0,"greedy",5,5,1647,0,137,137,7980373377851086848,"attentional-mouselab",11,221106,1
"40","mouselab","False","[]","[[5, 10, 7, 4, 3], [7, 5, 8, 5, 9], [4, 6, 4, 5, 3], [5, 4, 1, 6, 6], [5, 7, 9, 4, 7]]","[[1, 1, 1, 1, 1], [1, 1, 1, 3, 1], [1, 3, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 3, 1, 1]]","[8, 4, 4, 12, 2]",16,8,0,0.051,0.051,0,"[]",0,"none",5,5,5799,0,154,154,7551109421759994880,"attentional-mouselab",12,228962,1
"41","mouselab","False","[]","[[6, 8, 4, 6, 7], [6, 9, 5, 6, 6], [4, 6, 6, 4, 6], [4, 9, 9, 3, 6], [1, 3, 5, 5, 6]]","[[3, 1, 1, 3, 1], [1, 3, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[9, 4, 4, 8, 5]",10,9,3,0.048,0.048,0,"[]",0,"none",5,5,3566,0,143,143,10764912155695370240,"attentional-mouselab",13,236610,1
"42","mouselab","False","[]","[[6, 6, 7, 4, 5], [5, 7, 8, 5, 3], [5, 3, 8, 4, 8], [5, 6, 6, 4, 2], [7, 6, 4, 7, 4]]","[[1, 3, 1, 1, 1], [1, 3, 1, 1, 1], [1, 1, 1, 1, 3], [3, 1, 1, 1, 1], [1, 1, 3, 3, 1]]","[5, 3, 6, 14, 2]",16,10,0,0.053,0.053,0,"[]",0,"greedy",5,5,4686,0,159,159,3947136800517902336,"attentional-mouselab",14,244106,1
"43","mouselab","False","[]","[[2, 6, 3, 3, 1], [3, 6, 4, 6, 6], [7, 3, 4, 9, 6], [3, 6, 7, 9, 6], [4, 3, 2, 8, 4]]","[[1, 1, 3, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 3], [1, 3, 1, 1, 1]]","[15, 3, 2, 5, 5]",18,11,2,0.037,0.037,0,"[]",0,"none",5,5,2342,0,110,110,5956738843523369984,"attentional-mouselab",15,250026,1
"44","mouselab","False","[]","[[5, 7, 8, 5, 1], [4, 4, 4, 5, 4], [4, 7, 3, 5, 3], [5, 6, 4, 4, 7], [5, 5, 1, 8, 6]]","[[1, 3, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 1, 1, 1], [1, 1, 3, 1, 1], [1, 1, 1, 1, 1]]","[2, 4, 7, 4, 13]",16,12,0,0.046,0.046,0,"[]",0,"none",5,5,1967,0,139,139,14783311124635496448,"attentional-mouselab",16,254610,1
"45","mouselab","False","[]","[[3, 3, 5, 5, 6], [5, 8, 4, 5, 4], [7, 5, 4, 4, 3], [4, 1, 6, 5, 4], [6, 3, 6, 6, 4]]","[[1, 1, 1, 1, 1], [3, 1, 3, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [3, 1, 1, 1, 1]]","[1, 5, 8, 15, 1]",22,13,3,0.048,0.048,0,"[]",0,"none",5,5,3334,0,143,143,6787066200596267008,"attentional-mouselab",17,259986,1
"46","mouselab","False","[]","[[10, 5, 6, 6, 4], [3, 7, 4, 6, 3], [6, 6, 6, 4, 8], [3, 3, 5, 4, 4], [4, 7, 7, 6, 5]]","[[1, 1, 1, 1, 3], [1, 1, 3, 3, 1], [1, 1, 1, 1, 3], [1, 1, 1, 1, 3], [1, 1, 3, 1, 1]]","[9, 1, 3, 11, 6]",16,14,0,0.056,0.056,0,"[]",0,"greedy",5,5,4326,0,168,168,1.683323720532e+19,"attentional-mouselab",18,266785,1
"47","mouselab","False","[]","[[7, 3, 6, 5, 2], [6, 8, 3, 3, 7], [7, 6, 5, 4, 4], [6, 7, 7, 4, 7], [7, 5, 4, 5, 8]]","[[3, 1, 3, 3, 1], [1, 1, 1, 1, 1], [1, 3, 1, 1, 1], [1, 1, 3, 1, 1], [1, 1, 1, 1, 3]]","[6, 9, 1, 10, 4]",14,15,3,0.04,0.04,0,"[]",0,"greedy",5,5,10271,0,121,121,12065443552636315648,"attentional-mouselab",19,278802,1
"48","mouselab","False","[]","[[7, 5, 5, 3, 4], [9, 7, 5, 5, 5], [10, 5, 7, 5, 4], [6, 4, 6, 5, 5], [3, 6, 3, 4, 7]]","[[1, 1, 1, 1, 1], [1, 1, 1, 3, 1], [1, 1, 3, 1, 1], [3, 1, 1, 1, 1], [3, 3, 1, 1, 3]]","[9, 1, 2, 8, 10]",18,16,1,0.051,0.051,0,"[]",0,"greedy",5,5,3263,0,154,154,4811383217915917312,"attentional-mouselab",20,284586,1
