type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_variance,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,trial_nudge,nudge_index,accepted_default,accepted_supersize,chose_default,chose_supersize,num_baskets,num_features,cost,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,nudge_type,participant_id
mouselab,False,[],"[[6, 2], [8, 6]]","[[1, 1], [1, 1]]","[7, 3]",4.0,9,0,0.066,0.066,0.0,[],default,1,False,False,False,False,2,2,1,implicit-mouselab,11,706108,0.0-3.0-8.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[5, 4, 5, 3, 3, 1, 4], [2, 9, 6, 4, 5, 5, 6], [3, 6, 6, 4, 3, 4, 6], [7, 6, 10, 3, 8, 7, 4], [5, 4, 7, 1, 6, 6, 2]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[1, 3, 2, 1, 3]",0.8,10,0,0.039,0.039,0.0,[],default,6,False,False,False,False,7,5,1,implicit-mouselab,12,723324,0.0-3.0-9.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[3, 6, 6, 6, 4, 5, 5], [6, 6, 4, 6, 3, 3, 4]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[5, 5]",0.0,11,4,0.035,0.035,0.0,[],default,4,True,False,True,False,7,2,4,implicit-mouselab,13,730427,0.0-3.0-10.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[5, 4], [7, 8], [8, 6], [4, 9], [3, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[1, 2, 2, 1, 4]",1.2,12,0,0.051,0.051,0.0,[],control,-1,False,False,False,False,2,5,2,implicit-mouselab,14,736883,0.0-3.0-11.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[5, 6, 5, 6, 5, 4, 5], [3, 4, 7, 5, 3, 3, 8]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[3, 7]",4.0,13,0,0.036,0.036,0.0,[],default,1,False,False,False,False,7,2,2,implicit-mouselab,15,744627,0.0-3.0-12.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[6, 1, 3, 4, 10, 2, 1], [7, 7, 5, 6, 8, 3, 8]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[3, 7]",4.0,14,3,0.054,0.054,0.0,[],default,2,False,False,False,False,7,2,2,implicit-mouselab,16,752523,0.0-3.0-13.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[6, 6, 7, 4, 6, 5, 6], [2, 8, 4, 4, 5, 6, 7]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[6, 4]",1.0,15,3,0.04,0.04,0.0,[],control,-1,False,False,False,False,7,2,4,implicit-mouselab,17,758691,0.0-3.0-14.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[7, 5, 7, 7, 4, 5, 5], [8, 8, 2, 3, 6, 3, 8]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[7, 3]",4.0,16,4,0.046,0.046,0.0,[],control,-1,False,False,False,False,7,2,1,implicit-mouselab,18,763850,0.0-3.0-15.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[3, 4], [6, 3], [5, 6], [6, 3], [4, 2]]","[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]","[3, 2, 1, 3, 1]",0.8,17,1,0.035,0.035,0.0,[],default,0,False,False,False,False,2,5,4,implicit-mouselab,19,771210,0.0-3.0-16.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[5, 4], [4, 7]]","[[2, 2], [2, 2]]","[1, 9]",16.0,18,1,0.067,0.067,0.0,[],default,0,False,False,False,False,2,2,2,implicit-mouselab,20,776986,0.0-3.0-17.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[3, 1, 6, 4, 5, 5, 8], [3, 5, 4, 5, 8, 4, 8]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[5, 5]",0.0,19,0,0.03,0.03,0.0,[],control,-1,False,False,False,False,7,2,3,implicit-mouselab,21,786346,0.0-3.0-18.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[4, 7], [6, 3]]","[[2, 2], [2, 2]]","[8, 2]",9.0,20,1,0.062,0.062,0.0,[],control,-1,False,False,False,False,2,2,2,implicit-mouselab,22,792554,0.0-3.0-19.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[7, 6, 2, 4, 7, 3, 4], [5, 4, 1, 6, 4, 1, 6], [7, 4, 7, 5, 5, 4, 3], [6, 3, 4, 4, 5, 3, 7], [3, 7, 7, 5, 5, 6, 4]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[1, 1, 3, 1, 4]",1.6,21,3,0.049,0.049,0.0,[],default,3,True,False,True,False,7,5,1,implicit-mouselab,23,801706,0.0-3.0-20.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[6, 5, 7, 6, 6, 6, 5], [5, 6, 4, 4, 4, 6, 4], [7, 4, 4, 2, 7, 5, 7], [4, 5, 6, 4, 2, 5, 5], [5, 4, 4, 7, 5, 4, 3]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[4, 2, 1, 1, 2]",1.2,22,3,0.052,0.052,0.0,[],control,-1,False,False,False,False,7,5,4,implicit-mouselab,24,811113,0.0-3.0-21.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[5, 4], [6, 4], [2, 6], [4, 7], [5, 5]]","[[3, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[1, 1, 3, 4, 1]",1.6,23,0,0.038,0.038,0.0,[],default,0,True,False,True,False,2,5,3,implicit-mouselab,25,816538,0.0-3.0-22.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,False,[],"[[5, 5, 3, 7, 6, 4, 4], [5, 6, 8, 4, 2, 3, 4], [6, 6, 4, 3, 4, 5, 4], [5, 4, 4, 7, 6, 6, 4], [6, 4, 4, 4, 3, 3, 4]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[2, 2, 1, 2, 3]",0.4,24,6,0.04,0.04,0.0,[],default,6,True,False,True,False,7,5,3,implicit-mouselab,26,821834,0.0-3.0-23.0,5f913cbf314c3d000982e130,5faed821735c4c09a01dbe66,5faed9a19c356e09af8a5981,default,57
mouselab,True,"[14, 14, 15, 15, 16, 16, 17, 17, 18, 18, 19, 19, 20, 20]","[[4, 3, 2, 4, 3, 6, 5], [6, 5, 9, 9, 3, 4, 5], [8, 6, 2, 4, 2, 5, 6], [5, 6, 4, 1, 6, 4, 5], [3, 6, 3, 7, 5, 6, 7]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[1, 1, 5, 1, 2]",2.4,1,0,0.061,0.047,0.014,"[14, 15, 16, 17, 18, 19, 20]",control,-1,False,False,False,False,7,5,2,implicit-mouselab,4,647744,0.0-3.0-1.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,True,"[2, 2, 3, 3]","[[5, 4], [5, 4]]","[[3, 3], [1, 1]]","[4, 6]",1.0,2,0,0.05,0.046,0.004,[],control,-1,False,False,False,False,2,2,3,implicit-mouselab,5,664996,0.0-3.0-2.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[6, 9, 5, 3, 6, 6, 5], [4, 6, 5, 8, 3, 8, 4], [4, 6, 6, 6, 6, 5, 6], [3, 3, 7, 6, 7, 4, 7], [6, 3, 4, 5, 6, 3, 8]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[1, 2, 1, 5, 1]",2.4,5,4,0.059,0.059,0.0,[],default,4,True,False,True,False,7,5,4,implicit-mouselab,7,680024,0.0-3.0-4.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[5, 6, 5, 8, 6, 4, 5], [6, 4, 5, 7, 6, 4, 5], [5, 8, 5, 6, 7, 7, 6], [6, 4, 4, 3, 4, 5, 3], [5, 4, 4, 4, 7, 4, 6]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[2, 1, 2, 4, 1]",1.2,6,0,0.055,0.055,0.0,[],control,-1,False,False,False,False,7,5,3,implicit-mouselab,8,693795,0.0-3.0-5.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[5, 4], [7, 6], [4, 6], [3, 6], [2, 3]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[1, 1, 1, 2, 5]",2.4,7,0,0.032,0.032,0.0,[],default,0,True,False,True,False,2,5,1,implicit-mouselab,9,701806,0.0-3.0-6.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[6, 5, 6, 4, 4, 3, 4], [6, 9, 5, 5, 4, 5, 5], [7, 6, 8, 5, 4, 8, 2], [3, 5, 4, 3, 6, 6, 8], [6, 6, 6, 2, 6, 7, 3]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[1, 4, 2, 1, 2]",1.2,8,3,0.041,0.041,0.0,[],default,3,True,False,True,False,7,5,1,implicit-mouselab,10,713385,0.0-3.0-7.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[6, 4], [5, 4], [3, 5], [5, 4], [6, 5]]","[[3, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[3, 1, 2, 2, 2]",0.4,9,1,0.044,0.044,0.0,[],control,-1,False,False,False,False,2,5,3,implicit-mouselab,11,721078,0.0-3.0-8.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[4, 4, 4, 5, 4, 6, 6], [6, 3, 7, 4, 6, 3, 5]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[2, 8]",9.0,10,6,0.052,0.052,0.0,[],control,-1,False,False,False,False,7,2,1,implicit-mouselab,12,729057,0.0-3.0-9.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[4, 4, 5, 7, 7, 7, 2], [5, 5, 7, 5, 5, 6, 4], [3, 3, 6, 4, 4, 7, 9], [5, 1, 4, 5, 2, 6, 6], [2, 7, 5, 5, 5, 3, 9]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[3, 1, 1, 4, 1]",1.6,11,6,0.052,0.052,0.0,[],control,-1,False,False,False,False,7,5,3,implicit-mouselab,13,737584,0.0-3.0-10.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[7, 4, 5, 6, 6, 4, 5], [5, 1, 6, 4, 5, 4, 6]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[4, 6]",1.0,12,6,0.056,0.056,0.0,[],default,2,False,False,False,False,7,2,2,implicit-mouselab,14,744581,0.0-3.0-11.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[3, 1], [6, 5]]","[[4, 4], [4, 4]]","[6, 4]",1.0,13,0,0.042,0.042,0.0,[],default,0,True,False,True,False,2,2,4,implicit-mouselab,15,754996,0.0-3.0-12.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[10, 3], [4, 4]]","[[4, 4], [4, 4]]","[4, 6]",1.0,14,0,0.064,0.064,0.0,[],default,1,False,False,False,False,2,2,4,implicit-mouselab,16,761445,0.0-3.0-13.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[6, 5], [4, 9], [7, 4], [4, 5], [5, 4]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[2, 2, 2, 1, 3]",0.4,15,0,0.053,0.053,0.0,[],control,-1,False,False,False,False,2,5,1,implicit-mouselab,17,769681,0.0-3.0-14.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[4, 3, 5, 8, 8, 5, 3], [5, 5, 6, 4, 6, 6, 6]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[4, 6]",1.0,16,5,0.056,0.056,0.0,[],default,5,True,False,True,False,7,2,1,implicit-mouselab,18,777966,0.0-3.0-15.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[2, 5, 5, 7, 3, 5, 7], [4, 8, 6, 5, 3, 6, 5], [6, 7, 5, 5, 7, 6, 4], [5, 8, 6, 3, 5, 6, 4], [3, 4, 3, 5, 6, 5, 7]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[1, 3, 4, 1, 1]",1.6,17,6,0.049,0.049,0.0,[],control,-1,False,False,False,False,7,5,2,implicit-mouselab,19,789159,0.0-3.0-16.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[2, 7], [5, 4]]","[[2, 2], [2, 2]]","[4, 6]",1.0,18,0,0.038,0.038,0.0,[],default,0,True,False,True,False,2,2,2,implicit-mouselab,20,797207,0.0-3.0-17.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[3, 5, 4, 5, 4, 3, 5], [4, 4, 4, 6, 5, 4, 5]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[1, 9]",16.0,19,0,0.039,0.039,0.0,[],control,-1,False,False,False,False,7,2,3,implicit-mouselab,21,812561,0.0-3.0-18.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[4, 2, 3, 3, 5, 4, 7], [3, 4, 7, 8, 4, 6, 6], [3, 2, 5, 5, 4, 6, 3], [7, 5, 5, 3, 1, 6, 5], [5, 5, 5, 5, 5, 8, 5]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[5, 1, 2, 1, 1]",2.4,20,1,0.028,0.028,0.0,[],default,6,False,False,False,False,7,5,4,implicit-mouselab,22,826791,0.0-3.0-19.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[7, 7], [5, 7]]","[[4, 4], [4, 4]]","[6, 4]",1.0,21,1,0.07,0.07,0.0,[],control,-1,False,False,False,False,2,2,4,implicit-mouselab,23,831766,0.0-3.0-20.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[7, 4], [9, 5], [6, 6], [5, 5], [6, 3]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[1, 3, 1, 2, 3]",0.8,22,1,0.044,0.044,0.0,[],control,-1,False,False,False,False,2,5,2,implicit-mouselab,24,837066,0.0-3.0-21.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[4, 2], [9, 4]]","[[3, 3], [3, 3]]","[1, 9]",16.0,23,0,0.085,0.085,0.0,[],control,-1,False,False,False,False,2,2,3,implicit-mouselab,25,844170,0.0-3.0-22.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,False,[],"[[4, 7], [4, 3]]","[[2, 2], [2, 2]]","[2, 8]",9.0,24,1,0.038,0.038,0.0,[],default,1,True,False,True,False,2,2,2,implicit-mouselab,26,848671,0.0-3.0-23.0,5e5bd71ee0777c3bbe5b108c,5faed821735c4c09a01dbe66,5faeda61aac0db09a3920762,default,58
mouselab,True,"[2, 1, 7, 8, 6, 5, 4, 0, 3, 9, 9, 4, 5, 1, 6, 7, 0, 2, 3, 8, 8, 1, 0, 5, 4, 2, 3, 9, 6, 7, 9]","[[5, 2], [3, 6], [7, 7], [4, 4], [3, 6]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[2, 1, 3, 3, 1]",0.8,1,0,0.049,0.019000000000000003,0.03,"[8, 1, 0, 5, 4, 2, 3, 9, 6, 7]",control,-1,False,False,False,False,2,5,3,implicit-mouselab,4,503287,0.0-3.0-1.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,True,"[9, 2]","[[5, 5, 4, 3, 5, 4, 7], [1, 5, 7, 5, 5, 5, 3]]","[[2, 2, 1, 2, 2, 2, 2], [2, 2, 1, 2, 2, 2, 2]]","[1, 9]",16.0,2,2,0.067,0.065,0.002,[],control,-1,False,False,False,False,7,2,2,implicit-mouselab,5,526601,0.0-3.0-2.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[8, 6, 7, 5, 5, 5, 7], [4, 4, 7, 3, 7, 2, 4]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[8, 2]",9.0,5,0,0.072,0.072,0.0,[],default,0,True,False,True,False,7,2,2,implicit-mouselab,7,550421,0.0-3.0-4.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,"[0, 3]","[[4, 7], [8, 4]]","[[0, 1], [1, 0]]","[8, 2]",9.0,6,1,0.064,0.062,0.002,"[0, 3]",control,-1,False,False,False,False,2,2,1,implicit-mouselab,8,565980,0.0-3.0-5.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[3, 5, 6, 3, 3, 6, 6], [3, 3, 6, 2, 7, 9, 9], [4, 8, 3, 3, 7, 5, 4], [3, 3, 5, 5, 7, 5, 5], [5, 6, 5, 4, 4, 8, 4]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[2, 1, 2, 1, 4]",1.2,7,2,0.049,0.049,0.0,[],default,3,False,False,False,False,7,5,1,implicit-mouselab,9,588044,0.0-3.0-6.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,"[4, 0]","[[3, 9], [3, 5], [4, 7], [2, 4], [3, 5]]","[[3, 4], [4, 4], [3, 4], [4, 4], [4, 4]]","[3, 1, 2, 3, 1]",0.8,8,0,0.029,0.027000000000000003,0.002,[],control,-1,False,False,False,False,2,5,4,implicit-mouselab,10,604403,0.0-3.0-7.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[5, 6], [8, 4]]","[[3, 3], [3, 3]]","[5, 5]",0.0,9,1,0.05,0.05,0.0,[],default,1,True,False,True,False,2,2,3,implicit-mouselab,11,613009,0.0-3.0-8.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,"[1, 9]","[[4, 8, 6, 8, 5, 6, 5], [9, 2, 5, 2, 8, 5, 3]]","[[1, 0, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1]]","[5, 5]",0.0,10,2,0.055,0.053,0.002,"[1, 9]",control,-1,False,False,False,False,7,2,1,implicit-mouselab,12,627951,0.0-3.0-9.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[5, 4], [4, 4], [7, 6], [6, 5], [1, 6]]","[[3, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[1, 4, 3, 1, 1]",1.6,11,0,0.049,0.049,0.0,[],default,0,True,False,True,False,2,5,3,implicit-mouselab,13,635907,0.0-3.0-10.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,"[19, 33]","[[1, 5, 4, 2, 4, 8, 6], [5, 3, 8, 6, 1, 7, 4], [5, 6, 4, 2, 6, 4, 5], [6, 5, 5, 3, 7, 5, 6], [6, 5, 3, 4, 6, 4, 4]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 1, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 1, 2]]","[3, 1, 2, 2, 2]",0.4,12,5,0.057,0.055,0.002,[],control,-1,False,False,False,False,7,5,2,implicit-mouselab,14,652606,0.0-3.0-11.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,"[0, 28, 14, 1]","[[4, 6, 7, 4, 8, 3, 7], [6, 7, 6, 3, 9, 6, 7], [4, 6, 4, 5, 2, 7, 4], [0, 6, 6, 3, 3, 10, 6], [7, 6, 6, 5, 6, 6, 4]]","[[2, 2, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [2, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [2, 3, 3, 3, 3, 3, 3]]","[2, 1, 4, 1, 2]",1.2,13,1,0.061,0.056999999999999995,0.004,[],control,-1,False,False,False,False,7,5,3,implicit-mouselab,15,670980,0.0-3.0-12.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,"[0, 2]","[[5, 5], [5, 5]]","[[0, 1], [0, 1]]","[9, 1]",16.0,14,0,0.05,0.048,0.002,"[0, 2]",control,-1,False,False,False,False,2,2,1,implicit-mouselab,16,688000,0.0-3.0-13.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[7, 8], [3, 5]]","[[4, 4], [4, 4]]","[6, 4]",1.0,15,1,0.068,0.068,0.0,[],default,1,True,False,True,False,2,2,4,implicit-mouselab,17,695762,0.0-3.0-14.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[3, 5], [8, 4]]","[[2, 2], [2, 2]]","[5, 5]",0.0,16,1,0.045,0.045,0.0,[],control,-1,False,False,False,False,2,2,2,implicit-mouselab,18,705146,0.0-3.0-15.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[3, 5, 3, 6, 5, 5, 6], [6, 5, 5, 3, 6, 8, 4], [6, 5, 3, 5, 8, 9, 6], [4, 6, 6, 9, 2, 4, 3], [5, 6, 5, 1, 7, 5, 7]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[3, 1, 1, 1, 4]",1.6,17,5,0.056,0.056,0.0,[],default,0,False,False,False,False,7,5,3,implicit-mouselab,19,719129,0.0-3.0-16.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[5, 4], [4, 5]]","[[4, 4], [4, 4]]","[8, 2]",9.0,18,0,0.048,0.048,0.0,[],default,0,True,False,True,False,2,2,4,implicit-mouselab,20,726556,0.0-3.0-17.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
mouselab,False,[],"[[5, 8], [3, 7]]","[[4, 4], [4, 4]]","[2, 8]",9.0,19,1,0.072,0.072,0.0,[],control,-1,False,False,False,False,2,2,4,implicit-mouselab,21,732580,0.0-3.0-18.0,5f4efecd7f521414e138b5ea,5faed821735c4c09a01dbe66,5faeda341c1c1009b6d70935,default,59
